Category,Model,ROC-AUC,Average Precision,Accuracy
metal_nut,efficientnet_v2_s,0.9767676767676768,0.9904294770399458,0.835820895522388
metal_nut,resnet34,0.9565656565656566,0.9808431264844385,0.7164179104477612
metal_nut,mobilenet_v3_small,0.9363636363636363,0.974543944183185,0.8805970149253731
