Model,Category,ROC-AUC,Average Precision,Accuracy
efficientnet_v2_s,metal_nut,0.9767676767676768,0.9904294770399458,0.835820895522388
resnet34,metal_nut,0.9565656565656566,0.9808431264844385,0.7164179104477612
mobilenet_v3_small,metal_nut,0.9363636363636363,0.974543944183185,0.8805970149253731
