Category,Model,ROC-AUC,Average Precision,Accuracy
metal_nut,efficientnet_v2_s,0.9434343434343435,0.9753777705914933,0.8059701492537313
metal_nut,resnet34,0.9828282828282828,0.9922308413233752,0.6268656716417911
metal_nut,mobilenet_v3_small,0.915151515151515,0.9657526764601461,0.7611940298507462
