Category,Model,ROC-AUC,Average Precision,Accuracy
metal_nut,efficientnet_v2_s,0.9808080808080808,0.9925258110616928,0.9552238805970149
metal_nut,resnet34,0.9727272727272727,0.9885676250826084,0.835820895522388
metal_nut,mobilenet_v3_small,0.9717171717171718,0.9897942928531164,0.7611940298507462
