Model,Category,ROC-AUC,Average Precision,Accuracy
efficientnet_v2_s,metal_nut,0.9727272727272728,0.9896867902003921,0.9104477611940298
resnet34,metal_nut,0.9626262626262626,0.9845634611524315,0.9104477611940298
mobilenet_v3_small,metal_nut,0.9383838383838384,0.9764662421187309,0.9253731343283582
