Category,Model,ROC-AUC,Average Precision,Accuracy
metal_nut,efficientnet_v2_s,0.9727272727272728,0.9896867902003921,0.9104477611940298
metal_nut,resnet34,0.9626262626262626,0.9845634611524315,0.9104477611940298
metal_nut,mobilenet_v3_small,0.9383838383838384,0.9764662421187309,0.9253731343283582
