Model,Category,ROC-AUC,Average Precision,Accuracy
efficientnet_v2_s,metal_nut,0.9777777777777777,0.9899906086220003,0.8059701492537313
resnet34,metal_nut,0.9595959595959596,0.9827671537364293,0.6716417910447761
mobilenet_v3_small,metal_nut,0.9,0.9611769649762921,0.8059701492537313
