Category,Model,ROC-AUC,Average Precision,Accuracy
metal_nut,efficientnet_v2_s,0.9777777777777777,0.9899906086220003,0.8059701492537313
metal_nut,resnet34,0.9595959595959596,0.9827671537364293,0.6716417910447761
metal_nut,mobilenet_v3_small,0.9,0.9611769649762921,0.8059701492537313
